id,year,product_name,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
23195-8-2013,2013,HP EliteBook 8460p Notebook PC,Hewlett-Packard,United States,Technology Hardware & Equipment,2.25,290.0,0.59,62.52,36.89
23195-9-2013,2013,HP EliteBook 8570w Mobile Workstation,Hewlett-Packard,United States,Technology Hardware & Equipment,3.0,370.0,0.24,69.08,30.68
23634-10-2016,2016,Canvas Wood Lateral,Herman Miller,United States,Consumer Durables & Apparel,70.2,54.0,44.52,23.13,32.34
23634-11-2016,2016,Canvas Wood Pedestal 2016,Herman Miller,United States,Consumer Durables & Apparel,88.7,77.0,44.52,23.13,32.34
23634-1-2015,2015,Embody Chair,Herman Miller,United States,"Consumer Durables, Household and Personal Products",23.59,98.0,44.52,23.13,32.34
3768-1-2016,2016,Natural Gas,CNX Resources,United States,Energy,0.0,0.063,5.69,3.02,91.29
23634-1-2016,2016,Embody Chair,Herman Miller,United States,Consumer Durables & Apparel,23.59,98.0,44.52,23.13,32.34
23634-12-2016,2016,Canvas Wood Tower,Herman Miller,United States,Consumer Durables & Apparel,107.0,43.0,44.52,23.13,32.34
23634-13-2016,2016,New Aeron Chair,Herman Miller,United States,Consumer Durables & Apparel,19.32,87.0,44.52,23.13,32.34
23634-2-2015,2015,Caper Stacking Chair,Herman Miller,United States,"Consumer Durables, Household and Personal Products",9.53,26.0,44.52,23.13,32.34
23634-2-2016,2016,Caper Stacking Chair,Herman Miller,United States,Consumer Durables & Apparel,9.53,26.0,44.52,23.13,32.34
23634-3-2015,2015,Aeron Chair,Herman Miller,United States,"Consumer Durables, Household and Personal Products",24.95,91.0,44.52,23.13,32.34
23634-3-2016,2016,Aeron Chair,Herman Miller,United States,Consumer Durables & Apparel,24.95,98.0,44.52,23.13,32.34
23634-4-2015,2015,Mirra 2 Chair,Herman Miller,United States,"Consumer Durables, Household and Personal Products",19.05,105.0,44.52,23.13,32.34
23634-4-2016,2016,Mirra 2 Chair,Herman Miller,United States,Consumer Durables & Apparel,19.05,105.0,44.52,23.13,32.34
23634-5-2015,2015,Sayl Work Chair Suspension Back,Herman Miller,United States,"Consumer Durables, Household and Personal Products",17.24,82.0,44.52,23.13,32.34
23634-5-2016,2016,Sayl Work Chair Suspension Back,Herman Miller,United States,Consumer Durables & Apparel,17.24,82.0,44.52,23.13,32.34
23634-6-2015,2015,Setu Multipurpose Chair with Lyris 2,Herman Miller,United States,"Consumer Durables, Household and Personal Products",7.71,48.0,44.52,23.13,32.34
23634-6-2016,2016,Setu Multipurpose chair with Lyris 2,Herman Miller,United States,Consumer Durables & Apparel,7.71,48.0,44.52,23.13,32.34
23634-7-2015,2015,Celle Chair,Herman Miller,United States,"Consumer Durables, Household and Personal Products",24.95,72.0,44.52,23.13,32.34
23634-7-2016,2016,Celle Chair,Herman Miller,United States,Consumer Durables & Apparel,24.95,72.0,44.52,23.13,32.34
23634-8-2016,2016,Aeron Work Stool,Herman Miller,United States,Consumer Durables & Apparel,34.93,102.0,44.52,23.13,32.34
23634-9-2016,2016,Canvas Wood Credenza 2016,Herman Miller,United States,Consumer Durables & Apparel,99.5,76.0,44.52,23.13,32.34
2377-1-2014,2014,Graphite 2500 DECT,BT Group,United Kingdom,Telecommunication Services,1.4,4.7,19.23,2.99,77.78
2377-1-2015,2015,Graphite 2500 DECT,BT Group,United Kingdom,Telecommunication Services,1.4,4.7,19.23,2.99,77.78
2377-2-2014,2014,Home Hub 20,BT Group,United Kingdom,Telecommunication Services,1.1,57.0,12.01,0.37,87.62
2377-2-2015,2015,Home Hub 20,BT Group,United Kingdom,Telecommunication Services,1.1,57.0,11.86,0.37,87.78
2377-3-2014,2014,Home Hub 30,BT Group,United Kingdom,Telecommunication Services,1.2,33.0,6.88,1.07,92.05
2377-3-2015,2015,Home Hub 30,BT Group,United Kingdom,Telecommunication Services,1.2,33.0,6.88,1.07,92.05
2377-4-2014,2014,Vision box,BT Group,United Kingdom,Telecommunication Services,1.7,88.0,11.23,0.05,88.72
2377-4-2015,2015,Vision box,BT Group,United Kingdom,Telecommunication Services,1.7,88.0,11.23,0.05,88.72
2555-1-2014,2014,Carbon Black,Cabot Corporation,United States,Materials,1000.0,2280.0,44.52,23.13,32.34
2688-1-2014,2014,Multi Function Printer,Canon Inc.,Japan,Technology Hardware & Equipment,71.0,39.0,55.85,21.3,22.86
2688-2-2014,2014,Multi Function Printer with a builtin facsimile,Canon Inc.,Japan,Technology Hardware & Equipment,30.98,57.0,56.52,21.55,21.93
2688-3-2014,2014,Digital camera,Canon Inc.,Japan,Technology Hardware & Equipment,0.55,13.0,63.81,24.34,11.85
2688-4-2014,2014,Single Lens Reflex camera system,Canon Inc.,Japan,Technology Hardware & Equipment,1.53,19.0,57.39,21.89,20.73
2802-1-2013,2013,Ingeobiopolymer polylactid made from corn starch,Cargill,United States,"Food, Beverage & Tobacco",1.0,1.3,44.52,23.13,32.34
2802-1-2014,2014,Ingeo,Cargill,United States,"Food, Beverage & Tobacco",1.0,1.3,44.52,23.13,32.34
28843-1-2013,2013,Series 29 Hydrant  Squat Hydrant suitable for use with water and neutral liquids to a maximum temperature of 70 degrees centigrade Complies with requirements of BS7502006 and BSEN107422004 and EN143392005 underground hydrants Also to BS EN 10746 for potable drinking water This product has kitemark and WRAS approval The 2938832112 replaces the 2928832112,AVK,United Kingdom,Capital Goods,13.0,31.33,39.38,56.85,3.77
28843-1-2014,2014,Series 29388 Squat Hydrant,AVK,United Kingdom,Capital Goods,13.0,30.05,97.64,0.13,2.22
28843-2-2013,2013,The series 2175 is a resilient seat wedge gate valve for isolation purposes suitable for use with water and neutral liquids sewage to a maximum temperature of 70 degrees centegrade The series 2175 is a new alternative to a series 2150 in some applications Therefore where a 2175 is sold we can calculate the emissions saved in contrast to the sale of a 2150,AVK,United Kingdom,Capital Goods,41.0,94.08,45.25,46.95,7.8
28843-3-2013,2013,Gas Product  Small 555 series cast iron softseal valve PN16 This series 555 softseal valve is a doublefaced resilient seat wedge gate valve It is designed primarily for the isolation of natural gas and towns gas Kitemark approved for GISV7 part 1,AVK,United Kingdom,Capital Goods,23.0,44.27,72.07,17.08,10.84
28843-3-2014,2014,Series 555300 Gate Valve,AVK,United Kingdom,Capital Goods,23.0,33.44,99.48,0.09,0.43
28843-4-2014,2014,Series 2150 Gate Valve,AVK,United Kingdom,Capital Goods,41.0,62.63,97.85,0.05,2.11
28843-5-2014,2014,Series 20231 Repair Clamp,AVK,United Kingdom,Capital Goods,7.0,57.07,98.76,0.02,1.23
28921-1-2016,2016,See attached sheet,Pacific Coast Producers,United States,"Food, Beverage & Tobacco",907.19,187.161,44.52,23.13,32.34
28933-1-2013,2013,Ecoworx Carpet Tile with Shaws Eco Solution Q Nylon 6 face fiber,"Shaw Industries Group, Inc.",United States,Consumer Durables & Apparel,0.27,14.6,82.31,9.52,8.16
28991-1-2016,2016,PET preforms for bottles,Retal,Lithuania,Materials,0.03,0.0108,44.52,23.13,32.34
2908-1-2013,2013,Page Printer SPEEDIA N3600,"Casio Computer Co., Ltd.",Japan,Consumer Durables & Apparel,45.0,2344.0,11.52,0.55,87.92
2908-1-2014,2014,SPEEDIA N3600,"Casio Computer Co., Ltd.",Japan,Consumer Durables & Apparel,45.0,2344.0,11.52,0.55,87.92
3022-1-2016,2016,Lineal Alkyl Bencene LAB,"Compañía Española de Petróleos, S.A.U. CEPSA",Spain,Energy,1000.0,6109.0,44.52,23.13,32.34
3022-2-2016,2016,Lineal Alkyl Bencene LAB,"Compañía Española de Petróleos, S.A.U. CEPSA",Spain,Energy,1000.0,890.0,44.52,23.13,32.34
30495-1-2016,2016,E  Series Solar Panels SPR327NEWHTD AR modules,SunPower Corporation,United States,Capital Goods,18.6,281.0,44.52,23.13,32.34
31487-1-2013,2013,Droid Razr,Motorola Mobility,United States,Consumer Durables & Apparel,0.13,29.96,0.07,92.35,7.59
3193-1-2013,2013,50 TFTLCD TV module which consisted of the following main components PCBA converter TFTLCD panel LED backlight,Innolux Corporation,Taiwan,Technology Hardware & Equipment,14.96,145.0,60.0,40.0,0.0
32738-1-2013,2013,CanBottle vending machine  30Selections  Cooling  warming   R744 Heat Pump Refrigeration System   LED Lighting,Sanden,Japan,Capital Goods,342.46,3139.9,28.42,4.25,67.33
32738-1-2014,2014,Vending Machine,Sanden,Japan,Capital Goods,342.46,2403.2,35.98,5.77,58.25
32738-1-2015,2015,Vending Machine,Sanden,Japan,Electrical Equipment and Machinery,342.46,2268.1,42.63,6.67,50.7
32838-1-2015,2015,Sodium sulphate,Crimidesa,Spain,Chemicals,1000.0,180.0,44.52,23.13,32.34
32838-1-2016,2016,sodium sulphate,Crimidesa,Spain,Materials,1000.0,140.0,44.52,23.13,32.34
3329-2-2013,2013,IP Phone,"Cisco Systems, Inc.",United States,Technology Hardware & Equipment,3.5,278.0,19.39,7.4,73.21
3329-3-2013,2013,Small Rack Mount Switch,"Cisco Systems, Inc.",United States,Technology Hardware & Equipment,2.0,1473.0,5.5,2.1,92.4
33496-2-2014,2014,Walmart Brand Products,Perfection Bakeries Inc.,United States,Food & Staples Retailing,454.0,164.0,52.74,27.75,19.51
33496-2-2015,2015,Walmart Brand Products,Perfection Bakeries Inc.,United States,Food & Staples Retailing,454.0,179.0,48.22,25.37,26.4
33496-2-2016,2016,Walmart Brand Products,Perfection Bakeries Inc.,United States,"Food, Beverage & Tobacco",0.45,0.141,44.52,23.13,32.34
3435-1-2016,2016,GMP 5Guanylate,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,24839.0,34.13,65.43,0.43
3435-2-2016,2016,IG 5Ribonucleotide,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,21126.0,23.59,75.93,0.49
3435-3-2016,2016,IMP 5Inosinate,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,18042.0,16.72,83.07,0.21
3435-4-2016,2016,LArginine,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,26836.0,29.89,69.84,0.26
3435-5-2016,2016,MSG Monosodium Glutamate,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,3859.0,22.73,76.08,1.19
3435-6-2016,2016,SUGAR,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",1000.0,114.8,44.52,23.13,32.34
34386-1-2016,2016,Nicotine,CONTRAF-NICOTEX-TOBACCO GmbH,Germany,"Food, Beverage & Tobacco",1.0,16.884,23.57,12.4,64.03
3448-1-2013,2013,Organic pigments PCF value for organic pigments cradle to gate,Clariant AG,Switzerland,Materials,1.0,26.0,44.52,23.13,32.34
3448-2-2013,2013,PCF value for metal and effect pigments cradle to gate,Clariant AG,Switzerland,Materials,1.0,26.0,44.52,23.13,32.34
3448-3-2014,2014,Organic Pigments,Clariant AG,Switzerland,Materials,1.0,26.0,44.52,23.13,32.34
3448-3-2016,2016,Organic Pigments,Clariant AG,Switzerland,Materials,1.0,26.0,44.52,23.13,32.34
3448-4-2016,2016,Deicing fluids,Clariant AG,Switzerland,Materials,1.0,1.85,44.52,23.13,32.34
3448-5-2016,2016,Exolit ammonium polyphosphatet,Clariant AG,Switzerland,Materials,1.0,5.0,44.52,23.13,32.34
3448-6-2016,2016,Exolit OP phosphinatest,Clariant AG,Switzerland,Materials,1.0,9.0,44.52,23.13,32.34
3448-7-2016,2016,Sunliquidt,Clariant AG,Switzerland,Materials,0.03,0.004,22.36,11.85,65.79
35290-1-2013,2013,Verre Infini perfumery glass made only with domestic glass from segregation Middle bottle weighing 100g,SGD Group,France,Household & Personal Products,0.1,0.124,44.52,23.13,32.34
35290-2-2013,2013,Perfumery specific glass Middle bottle weighing 100g,SGD Group,France,Household & Personal Products,0.1,0.162,44.52,23.13,32.34
35311-10-2016,2016,Interface Brazil Carpet,"Interface, Inc.",United States,Consumer Durables & Apparel,4.16,9.78,59.46,14.97,25.56
35311-11-2016,2016,Interface Canada Carpet,"Interface, Inc.",United States,Consumer Durables & Apparel,4.16,11.06,52.51,13.22,34.27
35311-1-2013,2013,Interface United States carpet tile The average square meter of carpet tile sold as Cool Carpet by our Interface business in the United States,"Interface, Inc.",United States,Consumer Durables & Apparel,4.16,13.39,54.89,13.82,31.29
35311-1-2014,2014,Interface US carpet,"Interface, Inc.",United States,Consumer Durables & Apparel,4.16,12.59,54.63,13.76,31.61
